occ,text,label,count
App developer,B2B qualification processes,Knowledge,1
App developer,BGP knowledge,Knowledge,1
App developer,BLE technology,Knowledge,1
App developer,BS in Computer Science or equivalent experience,Other,2
App developer,BS in computer science,Other,1
App developer,"Bachelor of Science in Engineering, Economics, Statistics, Computer Science, or similar field",Other,1
App developer,Bachelor's degree,Other,2
App developer,Bachelor's degree in Computer Science or Information Technology,Other,1
App developer,Bachelor's degree in Computer Science or a similar technical field,Other,1
App developer,Bachelor's degree in Computer Science or equivalent experience,Other,3
App developer,Bachelor's degree in Computer Science or related field,Other,2
App developer,Bachelor's degree in Computer Science or related field.,Other,1
App developer,"Bachelor's degree in Computer Science, Computer Engineering, Software Engineering, Software Development, or Software Design Engineering",Other,1
App developer,"Bachelor's degree in Design, Human-Computer Interaction, Computer Science, or a related field",Other,1
App developer,Bachelor's degree in applicable field or equivalent experience,Other,1
App developer,Bachelor's degree in computer science or related field,Other,1
App developer,"Bachelor's degree in computer science, Engineering, or a related field",Other,1
App developer,"Bachelor's degree in computer science, information technology, or related field",Other,1
App developer,Bachelor's degree in related field or equivalent experience,Other,2
App developer,"Bachelor's degree in statistics, data science, or STEM field",Other,2
App developer,Bachelor's or Master's degree in Computer Science or related field,Other,1
App developer,Bachelor's or Master's degree in computer science or related field,Other,1
App developer,Bachelor's or master's degree in computer science or related field,Other,1
App developer,Bachelor's or master's degree in design or related field,Other,1
App developer,Bachelor's/Master's degree,Other,1
App developer,"Back-end programming (PHP, MySQL)",Knowledge,2
App developer,Back-up child care,Other,1
App developer,Backend architecture design,Knowledge,1
App developer,Backend development,Knowledge,1
App developer,Backend engineering,Knowledge,1
App developer,Backend integration,Knowledge,2
App developer,Backend services,Knowledge,1
App developer,Backend software development,Knowledge,1
App developer,Backend systems development,Knowledge,1
App developer,Backend testing,Knowledge,1
App developer,Backend web service and API knowledge,Knowledge,1
App developer,Background check,Other,1
App developer,Background in interactive or content-driven consumer products,Other,1
App developer,Banking services,Knowledge,8
App developer,Banking services knowledge,Knowledge,1
App developer,Base pay,Other,1
App developer,Base pay determination,Other,1
App developer,Base pay range,Other,1
App developer,Beautiful office location,Other,1
App developer,Behat,Knowledge,2
App developer,Belonging,Ability,1
App developer,Belonging building,Other,1
App developer,Belonging.,Other,1
App developer,Benefits,Other,1
App developer,Benefits and perks,Other,1
App developer,Benefits coverage,Other,1
App developer,Benefits ecosystem,Other,1
App developer,Benefits experiences,Other,1
App developer,Benefits industry,Knowledge,1
App developer,Benefits infrastructure,Knowledge,1
App developer,Benefits integration,Knowledge,1
App developer,Benefits knowledge,Knowledge,1
App developer,Benefits packages,Other,2
App developer,Benefits understanding,Knowledge,1
App developer,Benefits usage,Other,1
App developer,Bereavement leave,Other,1
App developer,Best practices,Skill,1
App developer,Best practices for iOS app development,Knowledge,1
App developer,"Best practices for production deployment, monitoring, and on-call support",Knowledge,1
App developer,Bias audit report knowledge,Knowledge,1
App developer,BigQuery,Knowledge,1
App developer,Bioinformatics,Knowledge,1
App developer,Bioinformatics landscape,Knowledge,1
App developer,Bitcoin,Knowledge,7
App developer,Bitcoin investment,Knowledge,1
App developer,Bitcoin knowledge,Knowledge,2
App developer,Bitcoin mining,Knowledge,2
App developer,Blameless team culture,Other,1
App developer,Blockchain,Knowledge,2
App developer,Blockchain technologies,Knowledge,3
App developer,Blockchain technology,Knowledge,3
App developer,Blockchain technology.,Knowledge,1
App developer,Blogging/writing technical articles with an existing follower base,Knowledge,1
App developer,Bonus eligibility,Other,2
App developer,Bonus/commission eligibility,Other,1
App developer,Bonuses,Other,1
App developer,Bot or app development experience,Knowledge,1
App developer,BrightScript experience,Knowledge,1
App developer,Broad experience across various domains and technologies,Knowledge,1
App developer,Broad experience across various domains and technologies,Other,1
App developer,Bug fixing,Knowledge,1
App developer,Bug-fixes,Knowledge,1
App developer,Building internal tools,Knowledge,1
App developer,Building new features and supporting existing ones,Other,1
App developer,Building or growing a developer community,Other,1
App developer,Building product demos,Skill,1
App developer,Business acumen,Knowledge,4
App developer,Business administration,Knowledge,1
App developer,Business and technical requirements analysis,Knowledge,1
App developer,Business and technical requirements documentation,Knowledge,1
App developer,Business and technical requirements mapping,Knowledge,1
App developer,Business growth,Other,1
App developer,Business growth strategies,Knowledge,1
App developer,Business impact measurement,Knowledge,1
App developer,Business intelligence,Knowledge,1
App developer,Business judgment,Skill,1
App developer,Business logic,Knowledge,1
App developer,Business or technical degree,Other,1
App developer,Business process security policy,Knowledge,1
App developer,Business requirements,Knowledge,1
App developer,Business software,Knowledge,8
App developer,Business software knowledge,Knowledge,2
App developer,"Buy now, pay later functionality",Other,1
App developer,C programming,Knowledge,1
App developer,C#,Knowledge,1
App developer,C++ programming,Knowledge,1
App developer,C++17,Knowledge,1
App developer,CCPA compliance,Knowledge,1
App developer,CI/CD Platforms,Knowledge,1
App developer,CI/CD pipelines,Knowledge,1
App developer,CI/CD processes,Knowledge,1
App developer,CI/CD technologies,Knowledge,1
App developer,CI/CD using Jenkins/Bamboo,Knowledge,1
App developer,"CMS (Drupal, WordPress, Joomla)",Knowledge,2
App developer,"CPQ (Configure, Price, Quote)",Knowledge,1
App developer,CRM,Knowledge,1
App developer,CRM platform expertise,Knowledge,1
App developer,CRM strategy development,Knowledge,1
App developer,CSS,Knowledge,1
App developer,CSS proficiency,Knowledge,1
App developer,CSS3,Knowledge,2
App developer,CUDA,Knowledge,2
App developer,Caching,Knowledge,2
App developer,Caching strategies,Knowledge,2
App developer,CalTrain Go Pass,Other,1
App developer,CalTrain Go Pass.,Other,1
App developer,Campaign management,Knowledge,1
App developer,Campaign performance,Knowledge,1
App developer,Candidate submission knowledge,Other,1
App developer,Career coaching,Other,1
App developer,Career growth opportunities,Other,1
App developer,Cash App,Other,3
App developer,Cash App knowledge,Knowledge,1
App developer,Cassandra DB,Knowledge,1
App developer,Catered lunches,Other,3
App developer,Causal Inference techniques,Knowledge,2
App developer,Cell phone reimbursement,Other,1
App developer,Certifications,Other,1
App developer,Challenging environment,Other,1
App developer,Change management techniques knowledge,Knowledge,1
App developer,Charitable contributions,Other,1
App developer,Charity donation,Other,1
App developer,Clean code,Knowledge,1
App developer,Clear communication of technical concepts to both technical and non-technical stakeholders,Skill,1
App developer,Clear communication skills,Skill,1
App developer,Client engagement,Skill,1
App developer,Client-side software development,Knowledge,1
App developer,Clojure proficiency,Knowledge,1
App developer,Cloud App services,Knowledge,1
App developer,Cloud Infrastructure,Knowledge,1
App developer,Cloud Security tools,Knowledge,1
App developer,Cloud Service Providers,Knowledge,1
App developer,Cloud computing,Knowledge,1
App developer,"Cloud deployment experience, specifically with Kubernetes and AWS",Knowledge,1
App developer,Cloud message APIs,Knowledge,1
App developer,Cloud platforms,Knowledge,1
App developer,Cloud services,Knowledge,1
App developer,Cloud services (preferably Azure),Knowledge,1
App developer,Cloud technologies,Knowledge,3
App developer,Coaching and development,Skill,1
App developer,Code deployment,Knowledge,1
App developer,Code maintainability,Knowledge,1
App developer,Code quality,Knowledge,1
App developer,Code readability,Skill,1
App developer,Code review,Skill,1
App developer,Code review experience,Knowledge,1
App developer,Code reviewing,Knowledge,1
App developer,Code reviews,Knowledge,1
App developer,Code sandboxing experience,Knowledge,1
App developer,"Code versioning tools (Git, Mercurial, SVN)",Knowledge,1
App developer,Codebases,Knowledge,1
App developer,Coding,Knowledge,1
App developer,Coding and algorithm development on technical platforms,Knowledge,1
App developer,"Coding in languages including React, Typescript, and Node.js",Knowledge,1
App developer,Cohort analysis,Knowledge,4
App developer,Cohort and funnel analysis,Knowledge,2
App developer,Collaborating with multi-functional partners,Skill,1
App developer,Collaboration,Skill,13
App developer,Collaboration and contribution to a positive and inclusive work environment,Ability,1
App developer,Collaboration and learning from peers,Skill,1
App developer,Collaboration and teamwork,Skill,1
App developer,Collaboration and teamwork skills,Skill,1
App developer,Collaboration skills,Skill,4
App developer,Collaboration skills in working with security engineering teams,Skill,1
App developer,"Collaboration skills with product engineering teams, PMs, and designers",Skill,1
App developer,Collaboration with cross-functional teams,Skill,3
App developer,Collaboration with cross-functional teams to define roadmap and take ownership of delivery,Skill,1
App developer,Collaboration with multiple teams,Skill,1
App developer,Collaborative coding environments,Knowledge,1
App developer,Collaborative designing,Skill,1
App developer,Collaborative problem-solving,Skill,1
App developer,Collaborative teamwork,Skill,1
App developer,Collaborative work style,Skill,2
App developer,"Collecting and sharing developer trends, desires, and feedback",Knowledge,1
App developer,"Collection, cleansing, and normalization of education data",Knowledge,1
App developer,Color,Other,4
App developer,Combine framework,Knowledge,1
App developer,Comfort in learning and adapting to new technologies,Ability,1
App developer,"Comfortable working in a loosely structured, collaborative organization",Other,1
App developer,Commerce solutions,Knowledge,8
App developer,Commerce solutions knowledge,Knowledge,2
App developer,Commission payments,Other,3
App developer,Commission plans,Other,1
App developer,Commitment to building an inclusive workplace,Ability,1
App developer,Communication,Skill,6
App developer,Communication and delegation,Skill,1
App developer,Communication and presentation skills,Skill,1
App developer,Communication skills,Skill,18
App developer,"Communication skills (voice, video, text)",Skill,1
App developer,Community building,Skill,2
App developer,Community management skills,Skill,1
App developer,Community service,Other,1
App developer,Commuter benefits,Other,1
App developer,Company match,Other,1
App developer,Company mission,Other,1
App developer,Company paid commuter benefit,Other,1
App developer,Company paid holidays,Other,1
App developer,Company values,Other,1
App developer,Compensation and benefits knowledge,Knowledge,1
App developer,Compensation package,Other,1
App developer,Compensation package design,Knowledge,1
App developer,Compensation package knowledge,Knowledge,1
App developer,Compensation strategy knowledge,Knowledge,1
App developer,"Competency in other languages/tools (XML, Flex, .NET, SQL, C++, SOAP-based web services, HTML, CSS, Javascript)",Knowledge,1
App developer,"Competency in selecting and deploying tools, methods, and techniques",Knowledge,1
App developer,Competitive analysis,Knowledge,2
App developer,Competitive salary negotiation,Other,1
App developer,Competitor analysis,Knowledge,1
App developer,Completion of ServiceNow Fundamentals,Knowledge,1
App developer,Completion of at least one of the following certifications: Certified System,Other,1
App developer,Complex problem-solving,Skill,1
App developer,Complex technology testing,Knowledge,2
App developer,Compliance,Knowledge,1
App developer,Compliance standards,Knowledge,1
App developer,Compliance templates,Knowledge,1
App developer,Comprehensive medical and dental coverage,Other,5
App developer,Comprehensive understanding of system management actions and their impact,Knowledge,1
App developer,Computer Engineering,Knowledge,2
App developer,Computer Science,Knowledge,3
App developer,Computer science,Knowledge,2
App developer,Computer security tools,Knowledge,1
App developer,Concept development,Knowledge,1
App developer,Conceptual diagrams,Knowledge,1
App developer,Concurrency/synchronization,Knowledge,1
App developer,Concurrent code,Knowledge,1
App developer,Conditional probabilities,Knowledge,3
App developer,Conditional probabilities understanding,Knowledge,2
App developer,Confidentiality,Ability,2
App developer,Configuration experience with relevant PeopleSoft modules,Knowledge,1
App developer,Configuration management systems,Knowledge,1
App developer,Configuration-driven development,Knowledge,1
App developer,Conflict resolution,Skill,1
App developer,Connected intelligence,Other,1
App developer,Connecting people across the globe,Other,1
App developer,Consulting,Other,1
App developer,Consulting or product management experience,Knowledge,1
App developer,Consumer health,Other,1
App developer,Consumer health tech knowledge,Knowledge,1
App developer,Consumer product experience,Knowledge,1
App developer,Consumer shopping experiences,Other,2
App developer,Consumer technology industry knowledge,Knowledge,1
App developer,Consumer-facing features,Other,1
App developer,Containerization,Knowledge,1
App developer,Containerized application deployment and management,Knowledge,1
App developer,Containers,Knowledge,2
App developer,Content design,Knowledge,1
App developer,Content discovery,Knowledge,1
App developer,Content management,Knowledge,2
App developer,Continuing education,Other,1
App developer,Continuous,Other,1
App developer,Continuous Integration/Continuous Delivery (CI/CD),Knowledge,1
App developer,Continuous delivery,Knowledge,1
App developer,Continuous delivery pipeline,Knowledge,1
App developer,Continuous integration,Knowledge,5
App developer,Continuous integration/continuous deployment (CI/CD),Knowledge,1
App developer,Continuous learning,Skill,2
App developer,"Continuously discover, evaluate, and implement new technologies",Skill,1
App developer,Contract work,Other,1
App developer,Contributing to popular open source projects,Other,1
App developer,Control description documentation,Knowledge,1
App developer,Controlled unclassified information,Other,1
App developer,Conversation design,Knowledge,1
App developer,Coordinating conference talks,Other,1
App developer,Coordinating meetups,Skill,1
App developer,Coordination,Ability,1
App developer,"Core CS concepts (data structures, algorithms, concurrent programming)",Knowledge,1
App developer,Core Connectors,Other,1
App developer,Core principles of iOS app development,Knowledge,1
App developer,CoreAnimation framework,Knowledge,1
App developer,Cost of labor index,Knowledge,1
App developer,Cost of labor knowledge,Knowledge,1
App developer,Cost-effective approaches,Other,1
App developer,Crafting a unified Edge strategy,Knowledge,1
App developer,Creating a great user experience,Skill,1
App developer,Creating demos,Skill,1
App developer,Creative problem-solving,Skill,3
App developer,Creative problem-solving skills,Skill,1
App developer,Creativity,Ability,6
App developer,Creativity and innovation,Ability,1
App developer,Creativity and innovation mindset,Skill,1
App developer,Credibility speaking to developers,Other,1
App developer,Criminal histories,Other,1
App developer,Criminal history assessment,Knowledge,4
App developer,Criminal history assessment knowledge,Knowledge,2
App developer,Criminal history consideration,Other,2
App developer,Critical thinking,Skill,1
App developer,Cross-functional Teams,Skill,1
App developer,Cross-functional collaboration,Skill,8
App developer,Cross-functional communication,Skill,1
App developer,Cross-functional partnership,Skill,1
App developer,Cross-functional team collaboration skills,Skill,1
App developer,Cross-functional team leadership,Skill,1
App developer,Cross-functional team management,Knowledge,1
App developer,Cross-functional teamwork,Skill,1
App developer,Cross-platform UI technologies,Knowledge,1
App developer,Cross-platform display and performance optimization,Knowledge,1
App developer,Cross-team collaboration,Skill,2
App developer,Cross-training abilities,Ability,1
App developer,Culinary options for dietary preferences,Knowledge,1
App developer,Cultural awareness.,Ability,1
App developer,Cultural sensitivity,Skill,1
App developer,Culturally diverse workforce,Other,1
App developer,Curiosity,Ability,2
App developer,Curiosity and willingness to learn,Ability,1
App developer,Custom controls,Knowledge,1
App developer,Custom field and object creation,Knowledge,1
App developer,Customer empathy,Ability,1
App developer,Customer engagement,Skill,1
App developer,Customer escalations,Other,1
App developer,Customer experience,Other,1
App developer,Customer experience improvement,Knowledge,2
App developer,Customer feedback,Other,1
App developer,Customer feedback analysis,Knowledge,2
App developer,Customer needs,Other,1
App developer,Customer needs assessment,Knowledge,1
App developer,Customer service skills,Skill,1
App developer,Customer success orientation,Skill,1
App developer,Customer support,Knowledge,1
App developer,Customer-centric approach,Skill,2
App developer,Customer-centric mindset,Skill,1
App developer,Customer-facing product development,Knowledge,1
App developer,Customer-obsessed mindset,Ability,2
App developer,DM specification,Knowledge,1
App developer,DNS experience,Knowledge,1
App developer,Dashboard creation,Knowledge,1
App developer,Dashboarding,Knowledge,1
App developer,Data,Other,1
App developer,Data Mining,Knowledge,1
App developer,Data Privacy,Knowledge,1
App developer,Data Stores,Knowledge,1
App developer,Data accuracy,Knowledge,2
App developer,"Data acquisition, analysis, extraction, transformation, processing, and loading",Knowledge,1
App developer,Data analysis,Knowledge,12
App developer,Data analysis and interpretation,Knowledge,2
App developer,Data analytics,Knowledge,1
App developer,Data architecture design,Knowledge,1
App developer,Data architecture knowledge,Knowledge,1
App developer,Data connectivity,Knowledge,1
App developer,Data conversion,Knowledge,1
App developer,Data encryption,Knowledge,1
App developer,Data engineering experience,Knowledge,1
App developer,Data governance,Knowledge,1
App developer,Data integration,Knowledge,2
App developer,Data integration and data quality experience,Knowledge,1
App developer,Data interpretation,Knowledge,3
App developer,Data literacy,Knowledge,1
App developer,Data management,Knowledge,1
App developer,Data manipulation,Knowledge,1
App developer,Data mapping,Knowledge,1
App developer,Data mining,Knowledge,1
App developer,Data modeling,Knowledge,2
App developer,Data modeling and documentation,Knowledge,1
App developer,Data protection challenges,Knowledge,1
App developer,Data quality,Knowledge,1
App developer,Data quality reporting,Knowledge,1
App developer,Data reliability,Knowledge,1
App developer,Data scalability,Knowledge,1
App developer,Data science,Knowledge,4
App developer,Data science and engineering,Knowledge,1
App developer,Data security and integrity,Knowledge,1
App developer,Data security policy,Knowledge,1
App developer,Data services,Knowledge,1
App developer,Data software design,Knowledge,1
App developer,Data sources and APIs,Knowledge,1
App developer,Data store technologies,Knowledge,1
App developer,Data studios,Knowledge,2
App developer,Data validation,Knowledge,1
App developer,Data visualization,Knowledge,5
App developer,Data visualization skills,Skill,2
App developer,Data visualization tools,Knowledge,1
App developer,"Data visualization tools (Tableau, Looker)",Knowledge,1
App developer,Data visualization tools (e.g,Knowledge,3
App developer,Data-driven UX,Knowledge,1
App developer,Data-driven decision making,Knowledge,3
App developer,Data-driven insights,Knowledge,1
App developer,Data-informed design,Knowledge,1
App developer,DataDog,Knowledge,1
App developer,Database Systems,Knowledge,1
App developer,Databases,Knowledge,2
App developer,Datadog,Knowledge,2
App developer,Day shift,Other,1
App developer,Deadline management,Other,1
App developer,Debugging,Knowledge,1
App developer,Debugging skills,Skill,1
App developer,Decentralized systems knowledge,Knowledge,1
App developer,Decision making,Skill,1
App developer,Decision-making,Skill,2
App developer,"Declarative tools (Process Builder, Flows, Workflow Rules)",Knowledge,1
App developer,Dedication to job and company,Ability,1
App developer,"Dedication to writing clean, maintainable, and well-documented code",Ability,1
App developer,Deep learning,Knowledge,1
App developer,Deep learning research,Knowledge,1
App developer,Deep learning theory,Knowledge,2
App developer,Delegation,Skill,1
App developer,Delivery of complex projects,Skill,1
App developer,Dental,Other,1
App developer,Dental benefits,Other,1
App developer,Dental coverage,Other,2
App developer,Dental insurance,Other,2
App developer,Dental insurance knowledge,Knowledge,1
App developer,Dependent coverage,Other,1
App developer,Deployment,Knowledge,1
App developer,Deployment experience,Knowledge,1
App developer,Design,Skill,1
App developer,Design and build advanced applications,Knowledge,1
App developer,Design and build advanced applications for the iOS platform,Knowledge,1
